name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
Orthodox Two Part Music: The Divine Liturgy,78812,2013-09-10,"St. Tikhon's Monastery Choir, ",33,Great Litany - Znamenny Chant,Bless the Lord - Tikhonovsky Chant,Psalm 135 - Tikhonovsky Chant,54146,76120.0,48800.0,0.365,0.4270000000000001,0.378,0.142,0.14800000000000002,0.14,6.0,6.0,1.0,1.0,1.0,1.0,0.0434,0.0546,0.053,0.8759999999999999,0.934,0.921,0.0,0.0,0.0,0.212,0.118,0.212,0.19,0.408,0.449,92.686,126.194,83.743,4.0,4.0,5.0,20
Oshún,45870,2001-01-01,"Lázaro Ros, ",8,Mayugbación a Ochún,Oro Seco de Tambor a Ochún,Rezos a Ochún,18673,78010.0,405897.0,0.67,0.5429999999999999,0.583,0.2,0.395,0.00899,10.0,1.0,10.0,0.0,0.0,1.0,0.955,0.459,0.124,0.14400000000000002,0.311,0.787,0.0,0.955,0.0,0.256,0.0662,0.155,0.51,0.802,0.386,148.96200000000005,105.265,113.969,5.0,4.0,4.0,21
OsshRock (Deluxe),2284,2018-11-01,"Black Fortune, ",13,OsshWop,Gorillaz,Off-White,192933,237857.0,124580.0,0.883,0.94,0.721,0.389,0.449,0.787,1.0,0.0,11.0,1.0,1.0,0.0,0.421,0.229,0.25,0.13699999999999998,0.107,0.191,0.0,0.0,0.0,0.114,0.0926,0.35100000000000003,0.222,0.853,0.591,129.984,140.045,131.135,4.0,4.0,4.0,34
"Other Voices, Other Rooms",93281,1993-02-09,"Nanci Griffith, ",17,Across the Great Divide,Woman of the Phoenix,Tecumseh Valley,237120,161893.0,269706.0,0.5429999999999999,0.637,0.438,0.214,0.179,0.232,9.0,4.0,5.0,1.0,1.0,1.0,0.0361,0.0327,0.0341,0.8140000000000001,0.885,0.562,5.17e-06,1.19e-05,2.02e-05,0.129,0.121,0.13699999999999998,0.475,0.458,0.32299999999999995,77.273,74.764,149.47,4.0,4.0,4.0,47
Otis Blue,99139,1965-09-15,"Otis Redding, ",11,Ole Man Trouble,Respect,A Change Is Gonna Come,155986,131426.0,255533.0,0.6559999999999999,0.708,0.439,0.32,0.732,0.299,9.0,2.0,5.0,1.0,1.0,0.0,0.0285,0.0432,0.0416,0.521,0.204,0.6629999999999999,0.000294,3.950000000000001e-05,1.31e-05,0.159,0.0357,0.375,0.64,0.963,0.332,74.854,117.065,84.867,4.0,4.0,3.0,41
Otra Vez En La Lista Negra,44069,2014-07-22,"Larry Hernández, ",15,3 Gallos Aventados,Los Comandos Del Desierto,8 De Sonoita,194172,188586.0,219479.0,0.747,0.621,0.861,0.838,0.562,0.863,5.0,7.0,8.0,1.0,1.0,1.0,0.0901,0.238,0.0747,0.5870000000000001,0.636,0.307,1.88e-05,0.0,0.0,0.0946,0.245,0.0943,0.7979999999999999,0.8690000000000001,0.979,103.119,151.404,114.221,4.0,3.0,4.0,48
"Otro Pedo, Otro Mundo",48264,2020-09-25,"Fuerza Regida, ",10,Calles de Houston,No Cantaron Las Mananitas,Vamos Bien,154749,226000.0,193750.0,0.836,0.778,0.8059999999999999,0.833,0.833,0.764,7.0,2.0,6.0,1.0,0.0,0.0,0.0383,0.0449,0.0307,0.63,0.541,0.73,6.11e-05,0.0,1.02e-05,0.066,0.076,0.0944,0.911,0.851,0.805,111.444,113.512,107.645,3.0,3.0,4.0,49
Ouffwhite,46300,2017-11-04,"Shouly & Al Basha, ",5,Blood,Fada2,Hala,309446,275905.0,256417.0,0.561,0.635,0.7859999999999999,0.368,0.467,0.601,5.0,0.0,1.0,0.0,0.0,0.0,0.21,0.134,0.317,0.594,0.7829999999999999,0.0057,6.02e-05,0.0404,0.0,0.117,0.0939,0.0573,0.152,0.418,0.613,128.769,87.027,149.9,3.0,4.0,4.0,21
Our Love Is For Real (The Album),14645,2000,"Cquence, ",17,Bi Sugar Babe,Don't Want To Say I Love You,Falling In Love Again (Piano Mix),266730,255544.0,345959.0,0.792,0.708,0.503,0.813,0.647,0.401,11.0,2.0,11.0,0.0,1.0,1.0,0.0508,0.0356,0.0396,0.047,0.0104,0.897,0.0,0.0204,0.0,0.0534,0.0688,0.0715,0.935,0.8059999999999999,0.452,139.072,149.137,154.059,4.0,4.0,4.0,6
Our Love To Admire,107249,2007-07-10,"Interpol, ",11,Pioneer To The Falls,No I In Threesome,The Scale,342533,231533.0,205040.0,0.459,0.468,0.5539999999999999,0.7390000000000001,0.907,0.855,2.0,0.0,9.0,1.0,1.0,0.0,0.0546,0.0664,0.0341,0.0193,0.00987,0.0438,0.129,0.0468,0.000201,0.0964,0.109,0.338,0.0772,0.168,0.6,106.676,119.993,96.011,4.0,4.0,4.0,58
Our Own World,159215,2011-08-26,"J-BEATZ, ",14,Intro,I'm in Love (feat. Coulgi),Baby Come Back (feat. Flav & Yung Rich),73003,263360.0,289111.0,0.394,0.6779999999999999,0.629,0.664,0.975,0.804,7.0,5.0,1.0,1.0,1.0,1.0,0.336,0.0563,0.0371,0.212,0.133,0.173,1.69e-06,0.0,2.26e-05,0.159,0.366,0.0726,0.68,0.8140000000000001,0.8170000000000001,82.19,102.325,168.00099999999995,5.0,4.0,4.0,29
Our Savings,129789,2021-07-30,"Lia Kohl, Ryan Packard, Zachary Good, ZRL, ",8,Daylight Savings,Remarkable Savings,Our Savings,157023,223851.0,324452.0,0.333,0.476,0.233,0.622,0.779,0.391,2.0,5.0,2.0,0.0,0.0,1.0,0.124,0.354,0.047,0.987,0.202,0.521,0.975,0.00114,0.044,0.312,0.17,0.634,0.0315,0.466,0.0653,112.968,74.347,140.061,4.0,3.0,3.0,2
Our Wave Nuestra Ola,23037,2020-10-30,"T3R Elemento, ",11,Amigo de la Muerte,El TP-X,The King of Ice,150093,143972.0,179905.0,0.6990000000000001,0.545,0.695,0.52,0.528,0.69,8.0,9.0,10.0,1.0,0.0,1.0,0.0321,0.039,0.0322,0.643,0.7,0.364,0.0,0.0,0.0,0.112,0.118,0.224,0.805,0.691,0.745,110.598,97.64,110.349,3.0,3.0,3.0,67
Out of Line,30770,2018-05-05,"Cbdb, ",7,Patterns,Mumble Bull,Unintentional Liar,243560,293893.0,233733.0,0.517,0.628,0.443,0.919,0.885,0.909,0.0,2.0,2.0,1.0,1.0,1.0,0.0787,0.0501,0.0387,0.0479,0.00366,0.0033,0.00527,0.000107,4.23e-05,0.13699999999999998,0.24,0.0921,0.547,0.438,0.522,131.411,111.561,88.11399999999998,4.0,4.0,4.0,24
Ovosho,2079,2006-09-29,"Blue Cafe, ",16,Another Girl,Barok,"Baby, Baby",271320,171013.0,233533.0,0.77,0.841,0.7070000000000001,0.617,0.763,0.728,1.0,7.0,9.0,0.0,0.0,1.0,0.0352,0.299,0.0443,0.49,0.69,0.419,3.45e-06,0.00117,0.0,0.0763,0.6609999999999999,0.108,0.551,0.662,0.541,106.992,105.081,101.999,4.0,4.0,4.0,30
Oxana,50616,2004-08-04,"Igneous Flame, ",14,Formless,Glacia-Tor,Novar,167250,436786.0,197866.0,0.201,0.155,0.17600000000000002,0.0533,0.0573,0.145,8.0,11.0,0.0,1.0,1.0,1.0,0.0504,0.0451,0.039,0.909,0.966,0.946,0.826,0.878,0.851,0.121,0.121,0.113,0.13699999999999998,0.0379,0.0323,134.174,134.393,115.434,4.0,4.0,4.0,14
Oxigênio,106555,2000-07-04,"Jota Quest, ",14,Oxigênio (feat. Zé Ramalho),Dias Melhores,Um Raio Laser,222160,286200.0,326040.0,0.62,0.69,0.725,0.892,0.542,0.964,7.0,7.0,7.0,1.0,1.0,1.0,0.0347,0.0247,0.0432,0.00041,0.0365,0.000987,0.000157,0.000147,0.00838,0.084,0.1,0.068,0.602,0.606,0.795,117.754,106.04,110.061,4.0,4.0,4.0,51
Oye Mujer,2861,2018-02-07,"Raymix, ",13,Oye Mujer,Primer Beso,¿Dónde Estarás?,259240,250666.0,231106.0,0.746,0.637,0.551,0.585,0.7290000000000001,0.544,4.0,4.0,7.0,0.0,1.0,0.0,0.0491,0.0291,0.0302,0.168,0.472,0.136,0.0,0.0,0.0,0.264,0.13,0.192,0.948,0.742,0.916,182.018,90.005,181.859,4.0,4.0,4.0,62
Oye Mujer (Deluxe Edition),11145,2018-05-18,"Raymix, ",20,Oye Mujer,Primer Beso,¿Dónde Estarás?,258079,250666.0,230426.0,0.8320000000000001,0.574,0.55,0.593,0.737,0.556,4.0,4.0,7.0,0.0,1.0,0.0,0.0351,0.0323,0.0301,0.16899999999999998,0.46,0.12,0.0,0.0,0.0,0.201,0.122,0.28300000000000003,0.952,0.7090000000000001,0.926,90.993,180.01,181.978,4.0,4.0,4.0,53
Ozzfest 2001 The Second Millennium,35702,2001-08-14,"Various Artists, ",16,The Wizard - Live,The Love Song - Live,New Abortion - Live,278000,190426.0,237933.0,0.407,0.505,0.375,0.967,0.975,0.993,5.0,10.0,9.0,1.0,1.0,1.0,0.124,0.0565,0.138,0.000372,0.000529,1.05e-05,0.00289,0.000508,0.235,0.968,0.974,0.96,0.177,0.257,0.386,106.444,140.458,121.879,4.0,4.0,4.0,2
Oíche,121558,2021-05-07,"Fears, ",10,h_always,Bones,daze,205826,224186.0,172706.0,0.604,0.752,0.7809999999999999,0.225,0.754,0.29,5.0,4.0,1.0,1.0,0.0,1.0,0.0384,0.0537,0.0352,0.953,0.59,0.695,0.00986,0.122,0.197,0.117,0.111,0.117,0.0378,0.508,0.21,99.962,114.951,110.054,4.0,4.0,4.0,12
P.G.P. (Pimpin' Gangsta Party),128576,2015-09-18,"JT Money, ",22,Pimptroduction (J.T.'s Theme),Get Yo Money,Ratchet Wit It,107960,283893.0,189466.0,0.792,0.871,0.743,0.804,0.51,0.728,0.0,2.0,1.0,1.0,1.0,1.0,0.245,0.135,0.0661,0.0144,0.0246,0.00188,0.0,0.0,8.27e-05,0.162,0.118,0.377,0.359,0.4,0.311,105.997,110.091,189.972,4.0,4.0,4.0,8
P.L.P. Greatest Hits,125209,2003-01-01,"P.L.P. (Profit Luving Playaz), ",17,King Inro,Repp Ya Hood,Riding Nasty,124533,254560.0,295680.0,0.8140000000000001,0.7979999999999999,0.916,0.7290000000000001,0.7240000000000001,0.685,11.0,6.0,4.0,0.0,0.0,0.0,0.145,0.132,0.0459,0.525,0.175,0.41,0.0,0.00105,0.0,0.828,0.0642,0.217,0.8,0.899,0.69,130.082,166.079,116.028,4.0,4.0,4.0,4
PARTYMOBILE,3445,2020-03-27,"PARTYNEXTDOOR, ",15,NOTHING LESS,TURN UP,THE NEWS,208789,208762.0,267384.0,0.612,0.443,0.74,0.304,0.519,0.465,5.0,1.0,7.0,0.0,0.0,0.0,0.0332,0.246,0.0411,0.754,0.0989,0.304,0.0075200000000000015,2.33e-05,0.00404,0.108,0.0919,0.101,0.308,0.24,0.276,119.879,71.682,116.74,4.0,1.0,4.0,70
PBP,159845,2021-07-16,"Proof, ",11,Pas un centime,PGP,Sahara,250538,222720.0,148351.0,0.586,0.762,0.76,0.8959999999999999,0.7040000000000001,0.698,3.0,2.0,5.0,1.0,1.0,0.0,0.35700000000000004,0.362,0.302,0.234,0.0857,0.431,0.000454,0.0,0.00023,0.133,0.126,0.0758,0.0784,0.63,0.421,130.768,142.011,142.084,4.0,4.0,4.0,35
PGA - If the Kids Are United,122411,2016-12-16,"Various Artists, ",25,Total Bummer,I Want You Bad,Anarchy in the Uk,189500,233909.0,180000.0,0.484,0.531,0.456,0.452,0.486,0.516,8.0,8.0,9.0,1.0,1.0,1.0,0.0338,0.0272,0.0351,0.496,0.217,0.068,0.00028900000000000003,0.0,0.0,0.101,0.278,0.105,0.391,0.43,0.326,139.65200000000002,89.963,115.982,4.0,4.0,4.0,29
PGCB EP 3,135511,2021-04-14,"Penn Glee Club Band, ",7,Runaway Baby,On My Mind,Crazy,191547,215294.0,163469.0,0.61,0.632,0.823,0.6890000000000001,0.65,0.454,1.0,4.0,8.0,1.0,0.0,1.0,0.159,0.0917,0.0729,0.26,0.0553,0.407,0.0,1.56e-05,2.13e-06,0.0447,0.226,0.219,0.799,0.778,0.448,167.78400000000005,135.947,98.131,4.0,4.0,4.0,1
PHB,14426,2020-05-15,"The Phenomenal Handclap Band, ",10,Skyline,Remain Silent,Charm Spectrum,306254,352731.0,266409.0,0.626,0.722,0.8220000000000001,0.6659999999999999,0.763,0.624,5.0,5.0,9.0,1.0,0.0,1.0,0.0352,0.0362,0.0377,0.0311,0.0213,0.0228,0.00555,0.0649,0.922,0.102,0.106,0.0923,0.294,0.831,0.187,81.515,113.002,112.995,4.0,4.0,4.0,34
PMAAV4,287,2021-03-13,"MarQuay, ",13,AIN'T THAT,CONFETTI FREESTYLE,ILLe,192026,102405.0,127500.0,0.775,0.774,0.748,0.252,0.219,0.327,4.0,5.0,5.0,1.0,0.0,0.0,0.234,0.0761,0.448,0.841,0.564,0.19,0.282,9.990000000000003e-05,0.0,0.109,0.0909,0.109,0.381,0.532,0.268,84.964,74.992,80.274,4.0,4.0,4.0,13
PMG,71896,2016-01-01,"JTM, ",6,Restoration (feat. Jay Warren),Coming Home (feat. Yahosh Bonner),Found a Friend (feat. Junior Maile),163282,207000.0,243000.0,0.531,0.6,0.622,0.8240000000000001,0.845,0.7609999999999999,3.0,0.0,11.0,0.0,1.0,0.0,0.223,0.0633,0.0765,0.134,0.17,0.405,0.0,0.0,0.0,0.285,0.411,0.29100000000000004,0.659,0.921,0.485,176.40599999999995,159.97299999999996,80.012,4.0,4.0,4.0,15
PREJECTION,7867,2020-05-15,"Che Ecru, ",10,FALLING,Pray For Me,Who Cares,134400,145822.0,196000.0,0.7120000000000001,0.72,0.773,0.16899999999999998,0.251,0.6609999999999999,11.0,7.0,4.0,0.0,0.0,0.0,0.0801,0.289,0.0324,0.672,0.546,0.027000000000000003,0.0,0.0,0.00103,0.229,0.51,0.121,0.387,0.247,0.33,100.051,79.009,120.014,4.0,4.0,4.0,39
PRJKT-5,103279,2021-09-03,"Fka Mash, ",3,Ascension,Cloud Chamber,Silver Skies Forever,404531,409998.0,426398.0,0.802,0.8390000000000001,0.746,0.919,0.8220000000000001,0.83,0.0,5.0,3.0,1.0,0.0,0.0,0.0745,0.0627,0.041,0.505,0.033,0.077,0.845,0.787,0.87,0.0704,0.0558,0.0642,0.569,0.455,0.622,115.018,113.009,118.003,3.0,4.0,4.0,20
PTSD - Post Traumatic Stress Disorder,94505,2014-04-15,"Pharoahe Monch, ",17,The Recollection Facility,Time2,Losing My Mind,27760,194293.0,197733.0,0.5770000000000001,0.411,0.491,0.39,0.931,0.684,4.0,9.0,6.0,0.0,0.0,1.0,0.942,0.141,0.442,0.723,0.0138,0.0717,0.0,0.284,0.000214,0.407,0.067,0.334,0.965,0.7829999999999999,0.475,163.292,81.702,78.035,3.0,4.0,4.0,33
PTXmas (Deluxe Edition),7903,2012-11-12,"Pentatonix, ",8,Angels We Have Heard on High,"O Come, O Come Emmanuel",Carol of the Bells,221341,215621.0,193880.0,0.539,0.387,0.474,0.5539999999999999,0.329,0.604,10.0,2.0,0.0,1.0,0.0,0.0,0.0621,0.0406,0.0374,0.345,0.725,0.382,0.0,0.000413,0.0,0.0967,0.109,0.127,0.271,0.394,0.555,135.85299999999998,149.984,171.857,4.0,3.0,3.0,44
Pa' Quererte,118897,2020-03-11,"Canal RCN, ",6,Pa' Quererte,Mi Verdad,Sensual,102000,222857.0,162500.0,0.445,0.687,0.8220000000000001,0.434,0.386,0.759,0.0,9.0,9.0,1.0,1.0,0.0,0.0471,0.0432,0.0914,0.667,0.61,0.225,0.0,0.0,0.0,0.0692,0.0688,0.0304,0.634,0.354,0.6890000000000001,169.813,140.012,96.014,3.0,4.0,4.0,28
Pablo Alboran (Deluxe),71970,2011-02-01,"Pablo Alborán, ",15,Solamente tú,Miedo,Vuelve conmigo,237053,224866.0,239893.0,0.529,0.508,0.639,0.578,0.5920000000000001,0.815,9.0,6.0,11.0,1.0,1.0,0.0,0.0308,0.0393,0.0502,0.619,0.105,0.342,0.0,2.24e-06,0.0,0.0874,0.121,0.267,0.269,0.544,0.6629999999999999,140.122,177.113,149.968,4.0,3.0,4.0,64
Pac-Man Championship Edition DX,87348,2020-05-20,"Namco Sounds, ",7,Entrance,Start Music,Pac Rainbow,88446,5580.0,311281.0,0.701,0.0,0.627,0.56,0.39,0.965,1.0,4.0,11.0,1.0,0.0,1.0,0.177,0.0,0.0563,0.000123,0.8270000000000001,0.000438,0.8859999999999999,0.0215,0.8759999999999999,0.187,0.0,0.665,0.5870000000000001,0.0,0.937,119.988,0.0,147.21200000000005,4.0,0.0,4.0,15
Pacific Daydream,42399,2017-10-27,"Weezer, ",10,Mexican Fender,Beach Boys,Feels Like Summer,189813,231253.0,195893.0,0.502,0.617,0.53,0.731,0.87,0.867,11.0,5.0,11.0,1.0,1.0,1.0,0.0462,0.0761,0.0504,0.0407,0.0115,0.02,0.0,1.29e-05,0.000248,0.557,0.396,0.737,0.578,0.723,0.74,84.042,99.966,175.981,4.0,4.0,4.0,51
Padmaavat,12622,2018-01-21,"Sanjay Leela Bhansali, ",6,Ghoomar,Ek Dil Ek Jaan,Khalibali,282007,219869.0,258893.0,0.546,0.528,0.642,0.805,0.664,0.94,2.0,2.0,9.0,1.0,1.0,1.0,0.126,0.0377,0.102,0.397,0.226,0.15,0.0,0.0,0.0,0.337,0.121,0.0989,0.742,0.109,0.645,168.02200000000005,97.893,101.252,4.0,4.0,3.0,56
Page Two,2181,2016-04-25,"TWICE, ",6,CHEER UP,Precious Love,Touchdown,208853,230800.0,202626.0,0.551,0.652,0.784,0.885,0.949,0.8370000000000001,6.0,7.0,2.0,1.0,1.0,1.0,0.124,0.133,0.0438,0.139,0.0387,0.0454,0.0,0.0,6.8e-05,0.114,0.0702,0.335,0.509,0.463,0.682,172.95,125.981,110.002,4.0,4.0,4.0,58
"Pagodin do Vou Zuar, Vol. 2",148598,2021-04-16,"Vou Zuar, ",12,Tu Mandas no Meu Coração / Me Espera / Perfume / Temporal,Ponto Fraco / Pra Ver o Sol Brilhar / Lua Vai / Final de Tarde,Resposta Decorada / Guerra Fria / Pirata e Tesouro,483433,439869.0,382770.0,0.547,0.5870000000000001,0.464,0.691,0.713,0.716,7.0,5.0,2.0,1.0,1.0,0.0,0.0394,0.0362,0.0399,0.693,0.54,0.55,0.0,0.0,0.0,0.297,0.365,0.112,0.848,0.6890000000000001,0.852,160.04,167.933,157.399,4.0,4.0,4.0,37
Pain in My Body,78503,2019-03-30,"Ynbic Mooder, ",18,Redemption,in and Out,Symbols,175072,174704.0,157567.0,0.69,0.752,0.73,0.484,0.6859999999999999,0.467,6.0,1.0,6.0,0.0,1.0,0.0,0.108,0.316,0.28800000000000003,0.0205,0.0954,0.0864,0.0,0.0,0.0,0.0966,0.457,0.0814,0.337,0.423,0.718,148.04399999999995,148.003,157.923,4.0,4.0,4.0,7
Palace,74913,2020-10-09,"Lwilliamsbeats, BenzMuzik, ",8,Lords,Lantern,Juliet,221178,216555.0,214857.0,0.733,0.659,0.7390000000000001,0.396,0.556,0.409,11.0,10.0,10.0,1.0,0.0,0.0,0.0615,0.0398,0.0446,0.0029,0.00237,0.0322,0.7020000000000001,0.8270000000000001,0.901,0.182,0.173,0.101,0.489,0.7020000000000001,0.596,140.05,143.011,143.063,4.0,4.0,4.0,23
Palm Trees & XD'z,16726,2020-10-16,"J.I Bandz, ",6,Bucket List,Ion Play,Y.K.H.I.C.,169364,148968.0,182857.0,0.768,0.84,0.852,0.627,0.515,0.588,9.0,8.0,8.0,0.0,1.0,1.0,0.0772,0.177,0.224,0.177,0.182,0.267,4.25e-06,0.00015800000000000002,0.0,0.079,0.196,0.128,0.469,0.371,0.405,105.043,98.069,103.932,4.0,4.0,4.0,34
Palmwine Music 2,74879,2018-10-15,"Show Dem Camp, ",10,Under The Influence (Intro),Damiloun,System Fail,60000,257153.0,272010.0,0.778,0.7829999999999999,0.7909999999999999,0.35200000000000004,0.693,0.593,9.0,1.0,1.0,1.0,1.0,1.0,0.0535,0.0706,0.0871,0.314,0.777,0.642,0.86,0.395,0.0,0.0998,0.0649,0.126,0.7809999999999999,0.8370000000000001,0.799,148.024,102.979,96.969,4.0,4.0,4.0,38
Paquetazo de Coleccion Super Exitos,13550,2016-05-13,"Los Cadetes De Linares, ",30,Recordando a un Hermano,El Sub-Teniente de Linares,Un Puno de Tierra,203013,213173.0,169693.0,0.7340000000000001,0.5489999999999999,0.794,0.67,0.626,0.795,8.0,7.0,8.0,1.0,1.0,1.0,0.0455,0.0475,0.0534,0.451,0.602,0.518,0.0,5.56e-06,1.22e-05,0.0565,0.0969,0.0966,0.856,0.754,0.688,95.391,181.525,121.511,4.0,3.0,4.0,42
Paquetecuetes,83797,1999-07-17,"Malacates Trebol Shop, ",16,Malacates,Ni un Centavo,Quien Sos,166400,259066.0,161133.0,0.503,0.763,0.447,0.979,0.7709999999999999,0.96,7.0,2.0,9.0,1.0,0.0,1.0,0.085,0.0446,0.16399999999999998,0.0838,0.493,0.32,0.0,0.0,0.0,0.189,0.108,0.299,0.8340000000000001,0.856,0.628,203.936,116.998,196.408,4.0,4.0,4.0,36
Para Mi Ex,55997,2020-12-15,"Myke Towers, ",4,Mi Ex,Explícito,Extasy,187110,195066.0,187191.0,0.81,0.828,0.527,0.6829999999999999,0.83,0.667,10.0,2.0,0.0,1.0,1.0,1.0,0.202,0.047,0.262,0.373,0.348,0.287,6.42e-05,1.6e-05,0.039,0.126,0.0613,0.113,0.247,0.422,0.463,90.04,95.007,97.959,4.0,4.0,4.0,70
Paris sous les bombes,110844,1995,"Suprême NTM, ",19,Intro,Plus jamais ça,Tout n'est pas si facile,156573,286733.0,290866.0,0.711,0.779,0.71,0.551,0.747,0.743,5.0,1.0,6.0,0.0,1.0,1.0,0.0547,0.0932,0.139,0.0195,0.0588,0.0204,0.000372,0.0,0.00287,0.14800000000000002,0.153,0.41,0.616,0.784,0.82,93.769,93.137,87.764,4.0,4.0,4.0,46
Party Beats,126461,2021-07-01,"Nxt, ",21,Contact,Children,July Morning,132000,123428.0,125142.0,0.629,0.617,0.619,0.863,0.602,0.872,9.0,9.0,5.0,0.0,0.0,1.0,0.0529,0.0419,0.043,0.00259,0.000113,0.0021,0.878,0.925,0.7909999999999999,0.104,0.342,0.0823,0.478,0.7859999999999999,0.979,140.056,139.915,140.026,4.0,4.0,4.0,31
Party in a Lonely Head,138811,2020-07-31,"future.exboyfriend, ",14,love.me,backseat.,problems,219555,267672.0,223048.0,0.5920000000000001,0.602,0.609,0.6890000000000001,0.8,0.797,11.0,4.0,0.0,0.0,0.0,0.0,0.0555,0.0456,0.0533,0.0592,0.0313,0.12,0.0912,0.314,0.000117,0.0978,0.75,0.235,0.7120000000000001,0.364,0.653,115.974,112.039,137.986,4.0,4.0,4.0,11
Partys Over Earth Remix LP,18777,2012-08-06,"ZZT, ",11,ZZafrika - Julio Bashmore Remix,The Worm - Erol Alkan Extended Rework,Lower State of Consciousness - Justice Remix,329032,441289.0,326233.0,0.647,0.778,0.532,0.7709999999999999,0.792,0.907,8.0,8.0,1.0,0.0,0.0,1.0,0.0322,0.0543,0.517,0.00345,0.00164,0.00405,0.919,0.7909999999999999,0.0174,0.0478,0.0953,0.387,0.207,0.445,0.112,124.002,124.125,121.036,4.0,4.0,4.0,8
Patriotic Music for All Occassions,153915,2008-09-05,"Various US Military Bands, ",23,The Washington Post,Stars and Stripes Forever,Armed Forces Medley,166800,218466.0,227880.0,0.652,0.586,0.485,0.29600000000000004,0.272,0.264,5.0,8.0,10.0,1.0,1.0,1.0,0.0432,0.0488,0.0398,0.907,0.8140000000000001,0.94,0.914,0.738,0.883,0.0927,0.206,0.187,0.8290000000000001,0.809,0.5589999999999999,117.757,121.528,120.597,4.0,4.0,4.0,37
Paulina,136223,2000-01-01,"Paulina Rubio, ",12,Lo Haré Por Ti,El Ultimo Adios,Tal Vez Quizas,281866,285773.0,274506.0,0.7170000000000001,0.541,0.7859999999999999,0.602,0.79,0.446,7.0,2.0,5.0,1.0,1.0,1.0,0.0329,0.0643,0.0398,0.0428,0.0155,0.223,0.0,0.0,0.0,0.0752,0.359,0.119,0.902,0.732,0.355,127.967,82.992,140.043,4.0,4.0,4.0,63
Paylist,6621,2019-09-22,"HTMN, ",10,Behind,Childhood,Colors On My Skin,150260,258782.0,195000.0,0.8029999999999999,0.7140000000000001,0.828,0.516,0.5770000000000001,0.784,1.0,6.0,2.0,0.0,0.0,1.0,0.0529,0.0336,0.0763,0.00387,0.0562,0.129,0.0607,0.011,0.638,0.0924,0.123,0.615,0.0833,0.232,0.221,115.039,115.022,111.989,4.0,4.0,4.0,32
Paz De Dios (Instrumental),123355,2019-01-15,"Heaven Instrumental, ",11,El Señor Es Mi Pastor (Instrumental),"Intro De Paz, Cuan Dulce Paz (Instrumental)",En Completa Paz (Instrumental),279203,314055.0,151706.0,0.318,0.235,0.29600000000000004,0.0421,0.0165,0.0132,2.0,2.0,2.0,1.0,1.0,1.0,0.0358,0.0423,0.0501,0.988,0.992,0.993,0.846,0.919,0.883,0.1,0.0883,0.0875,0.158,0.0987,0.106,106.101,144.43,116.623,4.0,3.0,3.0,40
Peines de Maures / Arc-en-ciel pour daltoniens,118066,2005-10-17,"La Caution, ",31,Player,Pilotes automatiques,Boite de macs,218333,206146.0,207960.0,0.8240000000000001,0.976,0.7490000000000001,0.855,0.833,0.8740000000000001,7.0,10.0,1.0,1.0,0.0,1.0,0.21600000000000005,0.0842,0.0948,0.421,0.0706,0.159,0.0,0.0,0.0,0.103,0.0546,0.117,0.733,0.966,0.6509999999999999,92.009,120.015,89.96600000000002,4.0,4.0,4.0,39
Pelangi Sehabis Hujan,109558,2007-11-01,"Nikita, ",8,Walau Seribu Rebah,Kami Perlu Kau Tuhan,Pelangi Sehabis Hujan,340133,314240.0,287866.0,0.402,0.374,0.295,0.41,0.3670000000000001,0.335,6.0,7.0,10.0,1.0,1.0,1.0,0.031,0.0313,0.033,0.753,0.243,0.83,2.32e-05,9.9e-06,3.27e-05,0.0898,0.129,0.101,0.165,0.125,0.0662,138.30700000000002,134.119,130.241,4.0,4.0,4.0,40
Pentecostés (En Vivo),15157,2017-12-08,"Miel San Marcos, ",21,Intro (En Vivo),Bienvenido Espíritu Santo (En Vivo),Solo Hay Uno (En Vivo),88173,269400.0,253493.0,0.486,0.311,0.495,0.475,0.851,0.945,0.0,0.0,0.0,1.0,1.0,1.0,0.0434,0.0428,0.064,0.0899,0.014,0.000292,0.805,0.0,0.0,0.67,0.653,0.941,0.112,0.47,0.388,130.561,196.023,127.979,5.0,4.0,4.0,59
People Who Can Eat People are the Luckiest People in the World,26131,2007-09-11,"AJJ, ",11,Rejoice,Brave as a Noun,Survival Song,195586,74960.0,148293.0,0.486,0.4920000000000001,0.38,0.614,0.611,0.69,0.0,0.0,0.0,1.0,1.0,1.0,0.0374,0.102,0.104,0.118,0.193,0.446,0.0,0.0,0.0,0.127,0.691,0.226,0.5920000000000001,0.933,0.642,91.147,182.529,83.443,4.0,4.0,4.0,56
